Jaar,Balanspost,Energiedrager,Waarde in PJ
1997,Winning,Biomassa,45.4
1997,Winning,Overig,31
1997,Invoer,Totaal energiedragers,6655.8
1997,Invoer,Kool en koolproducten,391.9
1997,Invoer,Aardoliegrondstoffen en producten,5999.5
1997,Invoer,Aardgas,216.6
1997,Invoer,Hernieuwbare energie,0.6
1997,Invoer,Biomassa,0.6
1997,Invoer,Elektriciteit,47.2
1997,Voorraadmutatie,Totaal energiedragers,-27.6
1997,Voorraadmutatie,Kool en koolproducten,-9.9
1997,Voorraadmutatie,Aardoliegrondstoffen en producten,-17.3
1997,Voorraadmutatie,Aardgas,-0.5
1998,Winning,Totaal energiedragers,2688.5
1998,Winning,Aardoliegrondstoffen en producten,128.6
1998,Winning,Aardgas,2436.4
1998,Winning,Kernenergie,39.3
1998,Winning,Hernieuwbare energie,52.3
1998,Winning,Waterkracht,0.4
1998,Winning,Windenergie,2.3
1998,Winning,Zonne-energie,0.3
1998,Winning,Omgevingsenergie,0.1
1998,Winning,Biomassa,49.2
1998,Winning,Overig,31.9
1998,Invoer,Totaal energiedragers,6679.7
1998,Invoer,Kool en koolproducten,395.6
1998,Invoer,Aardoliegrondstoffen en producten,6023.1
1998,Invoer,Aardgas,216.2
1998,Invoer,Hernieuwbare energie,0.7
1998,Invoer,Biomassa,0.7
1998,Invoer,Elektriciteit,44
1998,Voorraadmutatie,Totaal energiedragers,-43.7
1998,Voorraadmutatie,Kool en koolproducten,-3.9
1998,Voorraadmutatie,Aardoliegrondstoffen en producten,-40.7
1998,Voorraadmutatie,Aardgas,0.9
1999,Winning,Totaal energiedragers,2515.4
1999,Winning,Aardoliegrondstoffen en producten,122.3
1999,Winning,Aardgas,2265.6
1999,Winning,Kernenergie,39.7
1999,Winning,Hernieuwbare energie,55.3
1999,Winning,Waterkracht,0.3
1999,Winning,Windenergie,2.3
1999,Winning,Zonne-energie,0.4
1999,Winning,Omgevingsenergie,0.1
1999,Winning,Biomassa,52.1
1999,Winning,Overig,32.4
1999,Invoer,Totaal energiedragers,6573.2
1999,Invoer,Kool en koolproducten,328.6
1999,Invoer,Aardoliegrondstoffen en producten,5838.7
1999,Invoer,Aardgas,324.5
1999,Invoer,Hernieuwbare energie,0.8
1999,Invoer,Biomassa,0.8
1999,Invoer,Elektriciteit,80.7
1999,Voorraadmutatie,Totaal energiedragers,130.9
1999,Voorraadmutatie,Kool en koolproducten,8.4
1999,Voorraadmutatie,Aardoliegrondstoffen en producten,122.2
1999,Voorraadmutatie,Aardgas,0.3
2000,Winning,Totaal energiedragers,2456.7
2000,Winning,Aardoliegrondstoffen en producten,114.8
2000,Winning,Aardgas,2209
2000,Winning,Kernenergie,40.5
2000,Winning,Hernieuwbare energie,60.8
2000,Winning,Waterkracht,0.5
2000,Winning,Windenergie,3
2000,Winning,Zonne-energie,0.5
2000,Winning,Omgevingsenergie,0.2
2000,Winning,Biomassa,56.7
2000,Winning,Overig,31.6
2000,Invoer,Totaal energiedragers,7172.8
2000,Invoer,Kool en koolproducten,340.1
2000,Invoer,Aardoliegrondstoffen en producten,6227
2000,Invoer,Aardgas,522.3
2000,Invoer,Hernieuwbare energie,0.8
2000,Invoer,Biomassa,0.8
2000,Invoer,Elektriciteit,82.6
2000,Voorraadmutatie,Totaal energiedragers,-107
2000,Voorraadmutatie,Kool en koolproducten,1.9
2000,Voorraadmutatie,Aardoliegrondstoffen en producten,-85.3
2000,Voorraadmutatie,Aardgas,-23.7
2001,Winning,Totaal energiedragers,2573.8
2001,Winning,Aardoliegrondstoffen en producten,108.6
2001,Winning,Aardgas,2327.3
2001,Winning,Kernenergie,40.9
2001,Winning,Hernieuwbare energie,65.3
2001,Winning,Waterkracht,0.4
2001,Winning,Windenergie,3
2001,Winning,Zonne-energie,0.6
2001,Winning,Omgevingsenergie,0.2
2001,Winning,Biomassa,61.1
2001,Winning,Overig,31.9
2001,Invoer,Totaal energiedragers,7341.8
2001,Invoer,Kool en koolproducten,371.3
2001,Invoer,Aardoliegrondstoffen en producten,6249.8
2001,Invoer,Aardgas,641.5
2001,Invoer,Hernieuwbare energie,1.8
2001,Invoer,Biomassa,1.8
2001,Invoer,Elektriciteit,77.4
2001,Voorraadmutatie,Totaal energiedragers,14.3
2001,Voorraadmutatie,Kool en koolproducten,-1.2
2001,Voorraadmutatie,Aardoliegrondstoffen en producten,-3.5
2001,Voorraadmutatie,Aardgas,19.1
2002,Winning,Totaal energiedragers,2574.8
2002,Winning,Aardoliegrondstoffen en producten,142.2
2002,Winning,Aardgas,2286.7
2002,Winning,Kernenergie,40.3
2002,Winning,Hernieuwbare energie,71.7
2002,Winning,Waterkracht,0.4
2002,Winning,Windenergie,3.4
2002,Winning,Zonne-energie,0.7
2002,Winning,Omgevingsenergie,0.3
2002,Winning,Biomassa,67
2002,Winning,Overig,33.8
2002,Invoer,Totaal energiedragers,7589.8
2002,Invoer,Kool en koolproducten,367.9
2002,Invoer,Aardoliegrondstoffen en producten,6338.6
2002,Invoer,Aardgas,802.7
2002,Invoer,Hernieuwbare energie,5.4
2002,Invoer,Biomassa,5.4
2002,Invoer,Elektriciteit,75.1
2002,Voorraadmutatie,Totaal energiedragers,38.7
2002,Voorraadmutatie,Kool en koolproducten,1.1
2002,Voorraadmutatie,Aardoliegrondstoffen en producten,53.5
2002,Voorraadmutatie,Aardgas,-15.9
2003,Winning,Totaal energiedragers,2477.4
2003,Winning,Aardoliegrondstoffen en producten,142.1
2003,Winning,Aardgas,2185.8
2003,Winning,Kernenergie,41.3
2003,Winning,Hernieuwbare energie,72.2
2003,Winning,Waterkracht,0.3
2003,Winning,Windenergie,4.8
2003,Winning,Zonne-energie,0.8
2003,Winning,Omgevingsenergie,0.4
2003,Winning,Biomassa,66
2003,Winning,Overig,36
2003,Invoer,Totaal energiedragers,7681.5
2003,Invoer,Kool en koolproducten,372.8
2003,Invoer,Aardoliegrondstoffen en producten,6466
2003,Invoer,Aardgas,764.3
2003,Invoer,Hernieuwbare energie,3.5
2003,Invoer,Biomassa,3.5
2003,Invoer,Elektriciteit,74.9
2003,Voorraadmutatie,Totaal energiedragers,32.2
2003,Voorraadmutatie,Kool en koolproducten,4
2003,Voorraadmutatie,Aardoliegrondstoffen en producten,29.2
2003,Voorraadmutatie,Aardgas,-1
2004,Winning,Totaal energiedragers,2863.2
2004,Winning,Aardoliegrondstoffen en producten,129.1
2004,Winning,Aardgas,2578.2
2004,Winning,Kernenergie,39.4
2004,Winning,Hernieuwbare energie,78.5
2004,Winning,Waterkracht,0.3
2004,Winning,Windenergie,6.7
2004,Winning,Zonne-energie,0.9
2004,Winning,Omgevingsenergie,0.5
2004,Winning,Biomassa,70.1
2004,Winning,Overig,37.9
2004,Invoer,Totaal energiedragers,7938.7
2004,Invoer,Kool en koolproducten,369.2
2004,Invoer,Aardoliegrondstoffen en producten,6915.4
2004,Invoer,Aardgas,565.3
2004,Invoer,Hernieuwbare energie,11.8
2004,Invoer,Biomassa,11.8
2004,Invoer,Elektriciteit,77.1
2004,Voorraadmutatie,Totaal energiedragers,-45.6
2004,Voorraadmutatie,Kool en koolproducten,-3.6
2004,Voorraadmutatie,Aardoliegrondstoffen en producten,-43.2
2004,Voorraadmutatie,Aardgas,1.2
2005,Winning,Totaal energiedragers,2622
2005,Winning,Aardoliegrondstoffen en producten,107.2
2005,Winning,Aardgas,2352
2005,Winning,Kernenergie,41.3
2005,Winning,Hernieuwbare energie,82.5
2005,Winning,Waterkracht,0.3
2005,Winning,Windenergie,7.4
2005,Winning,Zonne-energie,0.9
2005,Winning,Omgevingsenergie,0.7
2005,Winning,Biomassa,73.1
2005,Winning,Overig,39.1
2005,Invoer,Totaal energiedragers,8322.7
2005,Invoer,Kool en koolproducten,354.1
2005,Invoer,Aardoliegrondstoffen en producten,7169.3
2005,Invoer,Aardgas,688.2
2005,Invoer,Hernieuwbare energie,25.8
2005,Invoer,Biomassa,25.8
2005,Invoer,Elektriciteit,85.3
2005,Voorraadmutatie,Totaal energiedragers,-50.1
2005,Voorraadmutatie,Kool en koolproducten,-4.3
2005,Voorraadmutatie,Aardoliegrondstoffen en producten,-49.5
2005,Voorraadmutatie,Aardgas,3.7
2006,Winning,Totaal energiedragers,2583.6
2006,Winning,Aardoliegrondstoffen en producten,97.8
2006,Winning,Aardgas,2322.1
2006,Winning,Kernenergie,35.9
2006,Winning,Hernieuwbare energie,90.4
2006,Winning,Waterkracht,0.4
2006,Winning,Windenergie,9.8
2006,Winning,Zonne-energie,0.9
2006,Winning,Omgevingsenergie,0.9
2006,Winning,Biomassa,78.3
2006,Winning,Overig,37.4
2006,Invoer,Totaal energiedragers,8599.1
2006,Invoer,Kool en koolproducten,342
2006,Invoer,Aardoliegrondstoffen en producten,7379.6
2006,Invoer,Aardgas,755.3
2006,Invoer,Hernieuwbare energie,23.7
2006,Invoer,Biomassa,23.7
2006,Invoer,Elektriciteit,98.4
2006,Voorraadmutatie,Totaal energiedragers,-43.1
2006,Voorraadmutatie,Kool en koolproducten,4.3
2006,Voorraadmutatie,Aardoliegrondstoffen en producten,-43.5
2006,Voorraadmutatie,Aardgas,-3.8
2007,Winning,Totaal energiedragers,2532
2007,Winning,Aardoliegrondstoffen en producten,125.1
2007,Winning,Aardgas,2232.1
2007,Winning,Kernenergie,41
2007,Winning,Hernieuwbare energie,94.8
2007,Winning,Waterkracht,0.4
2007,Winning,Windenergie,12.4
2007,Winning,Zonne-energie,1
2007,Winning,Omgevingsenergie,1.2
2007,Winning,Biomassa,79.8
2007,Winning,Overig,39
2007,Invoer,Totaal energiedragers,8434.9
2007,Invoer,Kool en koolproducten,371.9
2007,Invoer,Aardoliegrondstoffen en producten,7169.8
2007,Invoer,Aardgas,782.9
2007,Invoer,Hernieuwbare energie,27.2
2007,Invoer,Biomassa,27.2
2007,Invoer,Elektriciteit,83.1
2007,Voorraadmutatie,Totaal energiedragers,52.5
2007,Voorraadmutatie,Kool en koolproducten,-2.3
2007,Voorraadmutatie,Aardoliegrondstoffen en producten,6.8
2007,Voorraadmutatie,Aardgas,50.8
2007,Voorraadmutatie,Hernieuwbare energie,-2.9
2007,Voorraadmutatie,Biomassa,-2.9
2008,Winning,Totaal energiedragers,2845.5
2008,Winning,Aardoliegrondstoffen en producten,104.8
2008,Winning,Aardgas,2552.7
2008,Winning,Kernenergie,40.1
2008,Winning,Hernieuwbare energie,107.9
2008,Winning,Waterkracht,0.4
2008,Winning,Windenergie,15.3
2008,Winning,Zonne-energie,1
2008,Winning,Aardwarmte,0.1
2008,Winning,Omgevingsenergie,1.7
2008,Winning,Biomassa,89.4
2008,Winning,Overig,40.1
2008,Invoer,Totaal energiedragers,8666.1
2008,Invoer,Kool en koolproducten,341
2008,Invoer,Aardoliegrondstoffen en producten,7406.3
2008,Invoer,Aardgas,793.8
2008,Invoer,Hernieuwbare energie,35.1
2008,Invoer,Biomassa,35.1
2008,Invoer,Elektriciteit,89.9
2008,Voorraadmutatie,Totaal energiedragers,-96
2008,Voorraadmutatie,Kool en koolproducten,2.7
2008,Voorraadmutatie,Aardoliegrondstoffen en producten,-50.8
2008,Voorraadmutatie,Aardgas,-43.8
2008,Voorraadmutatie,Hernieuwbare energie,-4.1
2008,Voorraadmutatie,Biomassa,-4.1
2009,Winning,Totaal energiedragers,2646.1
2009,Winning,Aardoliegrondstoffen en producten,85.5
2009,Winning,Aardgas,2358
2009,Winning,Kernenergie,41
2009,Winning,Hernieuwbare energie,122.6
2009,Winning,Waterkracht,0.4
2009,Winning,Windenergie,16.5
2009,Winning,Zonne-energie,1.1
2009,Winning,Aardwarmte,0.1
2009,Winning,Omgevingsenergie,2.2
2009,Winning,Biomassa,102.3
2009,Winning,Overig,39
2009,Invoer,Totaal energiedragers,8656.9
2009,Invoer,Kool en koolproducten,310.7
2009,Invoer,Aardoliegrondstoffen en producten,7490.8
2009,Invoer,Aardgas,770.1
2009,Invoer,Hernieuwbare energie,29.7
2009,Invoer,Biomassa,29.7
2009,Invoer,Elektriciteit,55.6
2009,Voorraadmutatie,Totaal energiedragers,4.1
2009,Voorraadmutatie,Kool en koolproducten,6.6
2009,Voorraadmutatie,Aardoliegrondstoffen en producten,-28.4
2009,Voorraadmutatie,Aardgas,26.4
2009,Voorraadmutatie,Hernieuwbare energie,-0.5
2009,Voorraadmutatie,Biomassa,-0.5
2010,Winning,Totaal energiedragers,2990.2
2010,Winning,Aardoliegrondstoffen en producten,74.7
2010,Winning,Aardgas,2709.6
2010,Winning,Kernenergie,38.4
2010,Winning,Hernieuwbare energie,130.4
2010,Winning,Waterkracht,0.4
2010,Winning,Windenergie,14.4
2010,Winning,Zonne-energie,1.2
2010,Winning,Aardwarmte,0.3
2010,Winning,Omgevingsenergie,2.7
2010,Winning,Biomassa,111.4
2010,Winning,Overig,37.2
2010,Invoer,Totaal energiedragers,9149.7
2010,Invoer,Kool en koolproducten,324.5
2010,Invoer,Aardoliegrondstoffen en producten,7966.8
2010,Invoer,Aardgas,772.5
2010,Invoer,Hernieuwbare energie,29.8
2010,Invoer,Biomassa,29.8
2010,Invoer,Elektriciteit,56.1
2010,Voorraadmutatie,Totaal energiedragers,12.5
2010,Voorraadmutatie,Kool en koolproducten,-4.4
2010,Voorraadmutatie,Aardoliegrondstoffen en producten,32.8
2010,Voorraadmutatie,Aardgas,-18.5
2010,Voorraadmutatie,Hernieuwbare energie,2.6
2010,Voorraadmutatie,Biomassa,2.6
2011,Winning,Totaal energiedragers,2794.1
2011,Winning,Aardoliegrondstoffen en producten,76.9
2011,Winning,Aardgas,2501.9
2011,Winning,Kernenergie,40.2
2011,Winning,Hernieuwbare energie,137.1
2011,Winning,Waterkracht,0.2
2011,Winning,Windenergie,18.4
2011,Winning,Zonne-energie,1.4
2011,Winning,Aardwarmte,0.3
2011,Winning,Omgevingsenergie,3.3
2011,Winning,Biomassa,113.5
2011,Winning,Overig,38.1
2011,Invoer,Totaal energiedragers,8808.6
2011,Invoer,Kool en koolproducten,315.9
2011,Invoer,Aardoliegrondstoffen en producten,7665.6
2011,Invoer,Aardgas,719.5
2011,Invoer,Hernieuwbare energie,31.7
2011,Invoer,Biomassa,31.7
2011,Invoer,Elektriciteit,74.2
2011,Invoer,Overig,1.6
2011,Voorraadmutatie,Totaal energiedragers,99.2
2011,Voorraadmutatie,Kool en koolproducten,-2.8
2011,Voorraadmutatie,Aardoliegrondstoffen en producten,138.6
2011,Voorraadmutatie,Aardgas,-34.9
2011,Voorraadmutatie,Hernieuwbare energie,-1.8
2011,Voorraadmutatie,Biomassa,-1.8
2012,Winning,Totaal energiedragers,2787.4
2012,Winning,Aardoliegrondstoffen en producten,83.2
2012,Winning,Aardgas,2462.5
2012,Winning,Kernenergie,38.5
2012,Winning,Hernieuwbare energie,166.3
2012,Winning,Waterkracht,0.4
2012,Winning,Windenergie,17.9
2012,Winning,Zonne-energie,1.8
2012,Winning,Aardwarmte,0.5
2012,Winning,Omgevingsenergie,3.8
2012,Winning,Biomassa,141.9
2012,Winning,Overig,36.9
2012,Invoer,Totaal energiedragers,9460.2
2012,Invoer,Kool en koolproducten,340.8
2012,Invoer,Aardoliegrondstoffen en producten,8126.2
2012,Invoer,Aardgas,841.4
2012,Invoer,Hernieuwbare energie,31.8
2012,Invoer,Biomassa,31.8
2012,Invoer,Elektriciteit,115.8
2012,Invoer,Overig,4.3
2012,Voorraadmutatie,Totaal energiedragers,-92.8
2012,Voorraadmutatie,Kool en koolproducten,3.6
2012,Voorraadmutatie,Aardoliegrondstoffen en producten,-98.8
2012,Voorraadmutatie,Aardgas,4.6
2012,Voorraadmutatie,Hernieuwbare energie,-2.3
2012,Voorraadmutatie,Biomassa,-2.3
2013,Winning,Totaal energiedragers,2942.2
2013,Winning,Aardoliegrondstoffen en producten,86.7
2013,Winning,Aardgas,2606.6
2013,Winning,Kernenergie,27.6
2013,Winning,Hernieuwbare energie,185.6
2013,Winning,Waterkracht,0.4
2013,Winning,Windenergie,20.3
2013,Winning,Zonne-energie,2.6
2013,Winning,Aardwarmte,1
2013,Winning,Omgevingsenergie,4.4
2013,Winning,Biomassa,157
2013,Winning,Overig,35.8
2013,Invoer,Totaal energiedragers,9112.6
2013,Invoer,Kool en koolproducten,344
2013,Invoer,Aardoliegrondstoffen en producten,7705.3
2013,Invoer,Aardgas,913.1
2013,Invoer,Hernieuwbare energie,23.4
2013,Invoer,Biomassa,23.4
2013,Invoer,Elektriciteit,119.7
2013,Invoer,Overig,7.1
2013,Voorraadmutatie,Totaal energiedragers,14.6
2013,Voorraadmutatie,Kool en koolproducten,8.1
2013,Voorraadmutatie,Aardoliegrondstoffen en producten,4.5
2013,Voorraadmutatie,Aardgas,6
2013,Voorraadmutatie,Hernieuwbare energie,-4
2013,Voorraadmutatie,Biomassa,-4
2014,Winning,Totaal energiedragers,2553.7
2014,Winning,Aardoliegrondstoffen en producten,110.2
2014,Winning,Aardgas,2173.9
2014,Winning,Kernenergie,39.4
2014,Winning,Hernieuwbare energie,194
2014,Winning,Waterkracht,0.4
2014,Winning,Windenergie,20.9
2014,Winning,Zonne-energie,3.7
2014,Winning,Aardwarmte,1.5
2014,Winning,Omgevingsenergie,5
2014,Winning,Biomassa,162.5
2014,Winning,Overig,36.1
2014,Invoer,Totaal energiedragers,9335
2014,Invoer,Kool en koolproducten,406.8
2014,Invoer,Aardoliegrondstoffen en producten,7847.5
2014,Invoer,Aardgas,934.7
2014,Invoer,Hernieuwbare energie,20.6
2014,Invoer,Biomassa,20.6
2014,Invoer,Elektriciteit,118.3
2014,Invoer,Overig,7.2
2014,Voorraadmutatie,Totaal energiedragers,-86.3
2014,Voorraadmutatie,Kool en koolproducten,-9.8
2014,Voorraadmutatie,Aardoliegrondstoffen en producten,-36.1
2014,Voorraadmutatie,Aardgas,-43.4
2014,Voorraadmutatie,Hernieuwbare energie,3
2014,Voorraadmutatie,Biomassa,3
2015,Winning,Totaal energiedragers,2035.2
2015,Winning,Aardoliegrondstoffen en producten,103.1
2015,Winning,Aardgas,1651.6
2015,Winning,Kernenergie,39.2
2015,Winning,Hernieuwbare energie,203.4
2015,Winning,Waterkracht,0.3
2015,Winning,Windenergie,27.2
2015,Winning,Zonne-energie,5.1
2015,Winning,Aardwarmte,2.4
2015,Winning,Omgevingsenergie,5.7
2015,Winning,Biomassa,162.7
2015,Winning,Overig,37.9
2015,Invoer,Totaal energiedragers,10276.6
2015,Invoer,Kool en koolproducten,451.8
2015,Invoer,Aardoliegrondstoffen en producten,8464.6
2015,Invoer,Aardgas,1220.6
2015,Invoer,Hernieuwbare energie,21.4
2015,Invoer,Biomassa,21.4
2015,Invoer,Elektriciteit,110.7
2015,Invoer,Overig,7.5
2015,Voorraadmutatie,Totaal energiedragers,-137.8
2015,Voorraadmutatie,Kool en koolproducten,16
2015,Voorraadmutatie,Aardoliegrondstoffen en producten,-140.8
2015,Voorraadmutatie,Aardgas,-13.6
2015,Voorraadmutatie,Hernieuwbare energie,0.5
2015,Voorraadmutatie,Biomassa,0.5
2016,Winning,Totaal energiedragers,1958.5
2016,Winning,Aardoliegrondstoffen en producten,82.2
2016,Winning,Aardgas,1594.6
2016,Winning,Kernenergie,38.4
2016,Winning,Hernieuwbare energie,203.8
2016,Winning,Waterkracht,0.4
2016,Winning,Windenergie,29.4
2016,Winning,Zonne-energie,6.9
2016,Winning,Aardwarmte,2.8
2016,Winning,Omgevingsenergie,6.5
2016,Winning,Biomassa,157.8
2016,Winning,Overig,39.5
2016,Invoer,Totaal energiedragers,10292.5
2016,Invoer,Kool en koolproducten,430.5
2016,Invoer,Aardoliegrondstoffen en producten,8367
2016,Invoer,Aardgas,1377.1
2016,Invoer,Hernieuwbare energie,21.6
2016,Invoer,Biomassa,21.6
2016,Invoer,Elektriciteit,87.3
2016,Invoer,Overig,8.9
2016,Voorraadmutatie,Totaal energiedragers,124.9
2016,Voorraadmutatie,Kool en koolproducten,1.9
2016,Voorraadmutatie,Aardoliegrondstoffen en producten,48.3
2016,Voorraadmutatie,Aardgas,75.3
2016,Voorraadmutatie,Hernieuwbare energie,-0.7
2016,Voorraadmutatie,Biomassa,-0.7
2017,Winning,Totaal energiedragers,1755.4
2017,Winning,Aardoliegrondstoffen en producten,80.7
2017,Winning,Aardgas,1365.4
2017,Winning,Kernenergie,33.1
2017,Winning,Hernieuwbare energie,235.5
2017,Winning,Waterkracht,0.2
2017,Winning,Windenergie,38
2017,Winning,Zonne-energie,9.1
2017,Winning,Aardwarmte,3
2017,Winning,Omgevingsenergie,7.6
2017,Winning,Biomassa,177.5
2017,Winning,Overig,40.6
2017,Invoer,Totaal energiedragers,10473.6
2017,Invoer,Kool en koolproducten,392.5
2017,Invoer,Aardoliegrondstoffen en producten,8345.2
2017,Invoer,Aardgas,1625.1
2017,Invoer,Hernieuwbare energie,21
2017,Invoer,Biomassa,21
2017,Invoer,Elektriciteit,80.8
